#  
#   VizieR Astronomical Server: vizier.u-strasbg.fr 	2003-08-05T12:27:17
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#   
#Coosys	J2000:	eq_FK5 2000 
#INFO	Ref=Vxml771

#RESOURCE=8004   
#Name: VIII/4   
#Title:	Fourth Cambridge Survey (4C) (Pilkington+ 1965; Gower+ 1967)   
#Table	VIII_4_radio4c:      
#Name: VIII/4/radio4c     
#Title:	Fourth Cambridge Radio Survey Data          
#Coosys	B1950:	eq_FK4 1950           
#Column	_RAJ2000	(A10)	       Right ascension (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)          
#Column	_DEJ2000	(A8)	       Declination (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)          
#Column	4C	(A8)	       The 4C number        (link)          
#Column	FluxDen	(F7)	       Flux density (1.0E-26 W/m2/Hz) at 178 MHz          
#Column	ErrClas1	(I2)	       Position and flux error class (in number)          
#Column	GLON	(F5)	       Galactic longitude, System II.          
#Column	GLAT	(F5)	       Galactic latitude, System II.          
#Column	ErrClas2	(A3)	       Position & flux error class (character form)          
#Column	com	(A8)	       Remarks          
#Column	recno	(I8)	       Record number within the original table (starting from 1)        (link)     

_RAJ2000	_DEJ2000	4C	FluxDen	ErrClas1	GLON	GLAT	ErrClas2	com	recno
17 42 26.0	+53 59.4	+54.38  	    2.8	 1	 81.7	 31.6	a  	        	    4123
18 41 05.2	+54 59.9	+54.39  	    2.4	 1	 84.3	 23.4	a  	        	    4124
19 31 00.0	+54 21.2	+54.40  	    2.0	21	 86.2	 16.3	be 	        	    4125
20 19 08.0	+54 40.5	+54.41  	    2.1	 1	 89.9	 10.4	a  	        	    4126
20 31 49.7	+54 50.6	+54.42  	    2.5	 1	 91.1	  8.9	a  	        	    4127
20 37 37.1	+54 24.7	+54.43  	    2.3	 1	 91.2	  8.0	a  	        	    4128
21 20 37.2	+54 38.0	+54.44  	    2.6	 1	 95.5	  3.4	a  	        	    4129
21 58 20.2	+54 21.5	+54.45  	    2.2	 1	 99.4	 -0.4	a  	        	    4130
22 46 15.3	+54 43.8	+54.46  	    2.1	 1	105.4	 -3.8	a  	        	    4131
23 00 53.6	+54 46.1	+54.47  	    2.5	22	107.4	 -4.7	bl 	        	    4132
23 04 07.5	+55 04.3	+54.48  	    3.4	 2	107.9	 -4.6	b  	        	    4133
23 56 46.4	+54 18.8	+54.49  	    4.5	 1	114.9	 -7.7	a  	        	    4134
00 15 27.5	+56 06.4	+55.01  	    2.0	 2	117.9	 -6.4	b  	        	    4135
00 39 20.7	+55 56.0	+55.02  	    3.6	 1	121.2	 -6.9	a  	        	    4136
01 11 16.0	+55 48.8	+55.03  	    2.1	 1	125.7	 -6.9	a  	        	    4137
01 27 30.1	+56 15.2	+55.04  	    4.6	 1	128.0	 -6.3	a  	        	    4138
02 57 55.2	+55 49.2	+55.05  	    2.3	 1	140.1	 -2.8	a  	        	    4139
03 27 19.0	+55 20.2	+55.06  	   22.6	 1	143.9	 -1.1	a  	3C86    	    4140
03 32 19.7	+55 55.7	+55.07  	    2.5	 1	144.1	 -0.2	a  	        	    4141
04 28 47.2	+55 17.9	+55.08  	    5.2	 2	150.6	  4.6	b  	        	    4142
04 44 13.9	+55 29.6	+55.09  	    2.9	 1	151.9	  6.3	a  	        	    4143
04 53 59.3	+55 39.5	+55.10  	    3.4	 1	152.7	  7.5	a  	        	    4144
05 21 27.4	+55 20.0	+55.11  	    2.2	 1	155.2	 10.4	a  	        	    4145
06 18 41.8	+55 34.1	+55.12  	    2.3	 2	158.9	 17.7	b  	        	    4146
06 31 36.8	+55 45.3	+55.13  	    2.1	 2	159.4	 19.5	b  	        	    4147
06 36 53.7	+55 02.8	+55.14  	    5.0	 1	160.4	 20.0	a  	        	    4148
06 59 28.0	+55 53.5	+55.15  	    2.9	 1	160.5	 23.3	a  	        	    4149
08 34 54.7	+55 35.0	+55.16  	    8.1	 1	162.2	 36.6	a  	        	    4150
09 57 38.0	+55 18.1	+55.17  	    6.4	 1	158.7	 48.0	a  	        	    4151
09 57 55.7	+54 49.8	+55.18  	    4.5	 2	159.3	 48.2	b  	        	    4152
10 02 01.9	+55 41.7	+55.19  	    3.4	 1	157.8	 48.4	a  	        	    4153
10 06 14.6	+55 17.1	+55.20  	    2.0	 2	157.9	 49.1	b  	        	    4154
10 46 22.0	+54 57.5	+55.21  	    6.9	 1	153.5	 54.1	a  	        	    4155
11 55 20.9	+54 52.0	+55.22  	    3.6	 1	139.3	 60.4	a  	        	    4156
12 04 08.8	+55 30.1	+55.23  	    3.1	 1	136.5	 60.4	a  	        	    4157
13 11 49.0	+55 31.5	+55.24  	    2.1	22	116.9	 61.4	bl 	        	    4158
13 24 56.0	+54 54.6	+55.25  	    2.2	 2	112.8	 61.6	b  	        	    4159
13 27 36.8	+55 01.2	+55.26  	    3.7	 1	112.1	 61.3	a  	        	    4160
13 34 12.4	+55 00.5	+55.27  	    2.6	 1	110.2	 61.1	a  	        	    4161
14 11 30.2	+55 41.4	+55.28  	    2.1	 1	101.6	 58.0	a  	        	    4162
14 35 29.1	+55 10.3	+55.29  	    2.2	 1	 96.2	 56.2	a  	        	    4163
14 45 11.0	+55 20.6	+55.30  	    2.2	21	 94.7	 55.1	be 	        	    4164
15 35 01.5	+55 35.7	+55.31  	   10.2	 1	 88.5	 49.1	a  	3C322   	    4165
16 12 13.2	+55 22.3	+55.32  	    2.1	 1	 85.3	 44.3	a  	        	    4166
17 02 49.6	+55 15.1	+55.33  	    2.3	 1	 83.3	 37.3	a  	        	    4167
18 00 52.1	+55 15.8	+55.34  	    3.7	 1	 83.4	 29.1	a  	        	    4168
19 02 44.4	+55 09.8	+55.35  	    4.9	 1	 85.4	 20.4	a  	        	    4169
19 16 45.7	+55 43.8	+55.36  	    4.8	 1	 86.7	 18.8	a  	        	    4170
19 22 20.7	+55 49.1	+55.37  	    3.2	 1	 87.1	 18.1	a  	        	    4171
20 15 06.2	+55 36.7	+55.38  	    2.6	21	 90.4	 11.4	be 	        	    4172
21 39 36.3	+55 41.5	+55.39  	    2.6	 1	 98.2	  2.3	a  	        	    4173
22 05 32.1	+56 09.4	+55.40  	    2.3	 1	101.3	  0.4	a  	        	    4174
22 21 02.1	+56 11.9	+55.41  	    3.1	 1	103.1	 -0.8	a  	        	    4175
00 00 21.0	+55 42.6	+55.42  	    9.4	 1	115.7	 -6.4	a  	        	    4176
00 56 42.1	+56 50.7	+56.01  	    2.1	21	123.7	 -6.0	be 	        	    4177
01 10 57.4	+56 34.4	+56.02  	    3.6	 1	125.6	 -6.2	a  	        	    4178
02 06 05.1	+57 06.1	+56.03  	    3.9	22	133.0	 -4.3	bl 	        	    4179
02 41 01.6	+56 39.7	+56.04  	    2.0	 1	137.6	 -3.1	a  	        	    4180
03 10 41.5	+56 34.8	+56.05  	    2.4	 1	141.3	 -1.3	a  	        	    4181
03 27 33.7	+56 17.9	+56.06  	    2.3	22	143.4	 -0.2	bl 	        	    4182
03 30 46.5	+57 00.5	+56.07  	    2.2	 2	143.3	  0.6	b  	        	    4183
04 12 53.4	+56 56.2	+56.08  	    2.1	 1	147.8	  4.2	a  	        	    4184
04 32 31.8	+56 32.0	+56.09  	    2.4	 1	150.0	  5.8	a  	        	    4185
04 41 01.7	+56 15.1	+56.10  	    2.3	 1	151.0	  6.5	a  	        	    4186
05 03 03.6	+56 31.3	+56.11  	    2.2	 1	152.7	  9.0	a  	        	    4187
05 40 30.3	+56 24.0	+56.12  	    2.1	 1	155.7	 13.3	a  	        	    4188
05 59 06.0	+56 41.5	+56.13  	    4.1	 1	156.7	 15.7	a  	        	    4189
06 11 58.4	+56 32.3	+56.14  	    2.0	 1	157.6	 17.2	a  	        	    4190
06 45 45.3	+56 16.8	+56.15  	    2.7	 1	159.6	 21.5	a  	        	    4191
07 49 48.9	+55 54.2	+56.16  	    4.2	 1	161.8	 30.2	a  	        	    4192
09 01 48.1	+55 55.4	+56.17  	    2.7	 1	161.1	 40.3	a  	        	    4193
11 02 26.1	+55 49.7	+56.18  	    5.1	 1	149.8	 55.3	a  	        	    4194
11 38 23.4	+56 00.4	+56.19  	    3.8	 2	142.4	 58.3	b  	        	    4195
12 52 26.8	+56 31.9	+56.20  	    8.9	 1	122.6	 60.6	a  	3C277.1 	    4196
13 55 59.1	+56 35.1	+56.21  	    2.1	21	106.0	 58.4	be 	        	    4197
14 44 34.7	+56 33.9	+56.22  	    4.8	 1	 96.3	 54.3	a  	        	    4198
17 05 26.8	+56 19.8	+56.23  	    2.0	 1	 84.6	 36.8	a  	        	    4199
17 23 38.8	+56 28.5	+56.24  	    2.3	 1	 84.6	 34.3	a  	        	    4200
17 30 37.8	+56 40.8	+56.25  	    4.1	 1	 84.8	 33.4	a  	        	    4201
18 04 05.1	+56 22.7	+56.26  	    2.1	 2	 84.8	 28.7	b  	        	    4202
18 24 06.3	+56 50.0	+56.27  	    2.4	 2	 85.7	 26.1	b  	        	    4203
18 58 25.3	+56 46.4	+56.28  	    5.9	 1	 86.9	 21.5	a  	        	    4204
19 04 04.2	+56 52.2	+56.29  	    2.0	21	 87.2	 20.8	be 	        	    4205
21 05 25.9	+57 10.7	+56.30  	    2.4	 1	 95.9	  6.7	a  	        	    4206
21 12 07.9	+56 52.6	+56.31  	    3.3	 2	 96.3	  5.8	b  	        	    4207
21 59 33.0	+56 57.1	+56.32  	    2.1	 1	101.1	  1.6	a  	        	    4208
22 15 48.1	+56 58.7	+56.33  	    4.0	 1	102.9	  0.3	a  	        	    4209
01 11 11.4	+57 30.2	+57.01  	    3.5	 1	125.6	 -5.3	a  	        	    4210
01 25 38.8	+57 48.1	+57.02  	    3.6	 1	127.5	 -4.8	a  	        	    4211
01 29 18.4	+57 31.4	+57.03  	    2.2	 1	128.0	 -5.0	a  	        	    4212
02 04 57.4	+57 58.7	+57.04  	    2.9	21	132.6	 -3.5	be 	        	    4213
02 29 56.7	+57 44.9	+57.05  	    2.7	 1	135.8	 -2.6	a  	        	    4214
02 48 47.4	+58 10.9	+57.06  	    3.3	 2	137.9	 -1.2	b  	        	    4215
03 30 19.6	+57 31.0	+57.07  	    3.2	 1	143.0	  1.0	a  	        	    4216
03 51 57.1	+57 53.9	+57.08  	    6.3	 1	145.1	  3.0	a  	        	    4217
03 59 23.1	+57 15.3	+57.09  	    2.8	 1	146.3	  3.2	a  	        	    4218
04 26 51.3	+57 57.9	+57.10  	    2.3	 1	148.5	  6.2	a  	        	    4219
04 54 19.4	+57 58.4	+57.11  	    7.1	 1	150.9	  9.0	a  	        	    4220
06 20 11.0	+57 52.5	+57.12  	    3.7	 1	156.7	 18.8	a  	        	    4221
06 42 01.7	+57 21.7	+57.13  	    2.7	 1	158.3	 21.4	a  	        	    4222
07 46 40.3	+57 28.7	+57.14  	    5.1	 2	160.0	 29.9	b  	        	    4223
08 10 02.9	+57 42.8	+57.15  	    4.0	 1	159.8	 33.0	a  	        	    4224
09 12 07.2	+56 50.6	+57.16  	    2.1	 1	159.6	 41.5	a  	        	    4225
10 20 02.4	+57 05.3	+57.17  	    2.0	 1	154.1	 49.9	a  	        	    4226
10 59 13.5	+57 11.5	+57.18  	    2.0	 1	148.6	 54.0	a  	        	    4227
11 36 14.7	+56 59.4	+57.19  	    2.7	 1	141.9	 57.3	a  	        	    4228
12 42 03.0	+57 29.8	+57.20  	    3.5	 1	125.4	 59.6	a  	        	    4229
12 46 40.0	+56 47.9	+57.21  	    3.1	 1	124.3	 60.3	a  	        	    4230
13 44 54.9	+56 55.0	+57.22  	    2.2	 1	108.9	 58.7	a  	        	    4231
13 54 03.1	+56 48.2	+57.23  	    2.4	 1	106.6	 58.3	a  	        	    4232
14 02 50.2	+57 32.3	+57.24  	    5.8	 1	105.3	 57.1	a  	        	    4233
15 01 37.4	+56 54.9	+57.25  	    3.7	 1	 94.2	 52.3	a  	        	    4234
15 37 25.8	+57 16.0	+57.26  	    3.4	 1	 90.5	 48.1	a  	        	    4235
16 04 34.3	+57 28.3	+57.27  	    4.2	 1	 88.6	 44.7	a  	        	    4236
16 57 20.5	+57 04.7	+57.28  	    3.5	 1	 85.7	 37.9	a  	        	    4237
16 59 44.0	+57 35.2	+57.29  	    2.9	 1	 86.3	 37.5	a  	        	    4238
17 06 23.8	+57 12.1	+57.30  	    2.5	 1	 85.7	 36.6	a  	        	    4239
18 07 57.4	+57 20.9	+57.31  	    3.7	 1	 85.9	 28.3	a  	        	    4240
18 24 31.5	+57 44.7	+57.32  	    7.1	 1	 86.7	 26.2	a  	        	    4241
18 49 18.1	+57 51.1	+57.33  	    2.8	 1	 87.6	 23.0	a  	        	    4242
20 35 28.2	+57 43.1	+57.34  	    2.3	21	 93.7	 10.2	be 	        	    4243
20 47 03.1	+57 38.1	+57.35  	    2.0	 1	 94.6	  8.9	a  	        	    4244
20 56 00.0	+57 15.1	+57.36  	    3.8	 1	 95.1	  7.7	a  	        	    4245
21 46 53.1	+57 49.1	+57.37  	    2.0	 1	100.3	  3.3	a  	        	    4246
21 52 51.7	+58 02.8	+57.38  	    2.0	 1	101.1	  3.0	a  	        	    4247
00 24 12.2	+58 34.5	+58.01  	    2.1	 1	119.4	 -4.1	a  	        	    4248
00 36 07.3	+58 55.1	+58.02  	   16.1	 1	121.0	 -3.9	a  	3C14.1* 	    4249
01 11 44.0	+58 22.6	+58.03  	    2.5	 1	125.6	 -4.4	a  	        	    4250
01 22 45.5	+58 54.2	+58.04  	    2.5	 1	127.0	 -3.7	a  	        	    4251
01 30 30.7	+58 27.5	+58.05  	    3.1	 1	128.0	 -4.0	a  	        	    4252
01 42 02.1	+58 18.5	+58.06  	    4.0	 1	129.6	 -3.9	a  	        	    4253
02 23 28.3	+58 45.8	+58.07  	    2.4	21	134.6	 -2.0	be 	        	    4254
02 38 02.4	+59 12.3	+58.08  	   19.9	 1	136.2	 -0.9	a  	3C69    	    4255
03 16 38.7	+59 06.1	+58.09  	    2.7	 1	140.6	  1.3	a  	        	    4256
04 13 03.0	+58 15.0	+58.10  	    5.1	 1	147.0	  5.1	a  	        	    4257
04 34 56.5	+58 47.2	+58.11  	    3.7	 1	148.6	  7.5	a  	        	    4258
06 33 06.7	+58 50.6	+58.12  	    3.3	 1	156.4	 20.7	a  	        	    4259
06 58 12.8	+57 57.5	+58.13  	    2.6	 1	158.3	 23.6	a  	        	    4260
07 50 52.7	+58 00.2	+58.14  	    2.0	21	159.4	 30.5	be 	        	    4261
08 16 33.6	+58 50.0	+58.15  	    3.4	 1	158.4	 33.9	a  	        	    4262
08 39 06.4	+57 54.0	+58.16  	   12.5	 1	159.3	 36.9	a  	3C205   	    4263
08 54 38.9	+57 56.8	+58.17  	    2.9	 1	158.8	 38.9	a  	        	    4264
09 17 01.1	+58 40.4	+58.18  	    9.2	 1	157.0	 41.6	a  	        	    4265
09 40 04.7	+58 12.7	+58.19  	    2.1	 1	156.2	 44.6	a  	        	    4266
10 17 24.3	+58 28.0	+58.20  	    2.4	 1	152.6	 48.8	a  	        	    4267
10 33 34.6	+58 13.7	+58.21  	   20.2	 1	151.0	 50.7	a  	3C244.1 	    4268
11 42 50.9	+58 04.7	+58.22  	    4.0	 1	139.5	 56.8	a  	        	    4269
12 02 07.1	+58 00.1	+58.23  	    4.7	 1	135.2	 57.9	a  	        	    4270
13 04 38.9	+58 14.5	+58.24  	    2.0	 1	119.6	 58.8	a  	        	    4271
13 31 45.2	+58 03.1	+58.25  	    2.1	 1	112.8	 58.3	a  	        	    4272
13 35 10.0	+58 42.4	+58.26  	    2.0	 1	112.4	 57.5	a  	        	    4273
13 47 40.9	+58 13.3	+58.27  	    2.6	 1	109.2	 57.4	a  	        	    4274
13 52 55.3	+58 24.2	+58.28  	    5.3	 1	108.2	 56.9	a  	        	    4275
13 58 17.8	+57 49.6	+58.29  	    2.7	 1	106.5	 57.1	a  	        	    4276
14 25 52.1	+58 11.1	+58.30  	    2.2	 2	101.4	 54.8	b  	        	    4277
15 07 44.7	+57 53.5	+58.31  	    2.7	 1	 94.6	 51.1	a  	        	    4278
16 35 10.6	+58 46.3	+58.32  	    2.1	 1	 88.6	 40.4	a  	        	    4279
17 18 19.4	+58 21.1	+58.33  	    2.1	 1	 86.9	 34.9	a  	        	    4280
17 53 44.9	+58 35.5	+58.34  	    3.8	 1	 87.2	 30.3	a  	        	    4281
18 15 03.9	+58 36.9	+58.35  	    2.3	22	 87.5	 27.5	bl 	        	    4282
18 59 32.1	+58 43.7	+58.36  	    5.8	 1	 88.9	 21.9	a  	        	    4283
20 06 00.4	+58 50.2	+58.37  	    2.1	 2	 92.6	 14.1	b  	        	    4284
20 37 18.0	+58 43.5	+58.38  	    2.6	 1	 94.7	 10.6	a  	        	    4285
22 20 36.1	+58 50.0	+58.39  	    2.9	 1	104.5	  1.5	a  	        	    4286
23 23 26.4	+58 49.6	+58.40  	12000.0	14	111.7	 -2.1	   	3C461*  	    4287
01 11 15.3	+59 23.9	+59.01  	    2.4	 1	125.5	 -3.4	a  	        	    4288
03 22 55.8	+59 55.8	+59.02  	    2.0	22	140.9	  2.4	bl 	        	    4289
03 57 48.0	+59 53.8	+59.03  	    2.3	 1	144.4	  5.0	a  	        	    4290
04 36 52.2	+59 47.5	+59.04  	    2.3	 1	148.0	  8.4	a  	        	    4291
05 03 50.4	+59 33.9	+59.05  	    2.5	22	150.3	 10.9	bl 	        	    4292
06 32 37.8	+59 37.4	+59.06  	    2.8	 1	155.6	 20.9	a  	        	    4293
06 47 16.6	+59 46.5	+59.07  	    2.8	21	156.0	 22.7	be 	        	    4294
07 07 30.5	+59 30.2	+59.08  	    2.2	 1	156.9	 25.1	a  	        	    4295
08 16 06.5	+59 26.3	+59.09  	    2.2	 1	157.7	 33.8	a  	        	    4296
09 30 55.4	+58 48.7	+59.10  	    5.2	 1	156.0	 43.3	a  	        	    4297
10 07 41.5	+59 06.0	+59.11  	    5.5	 1	152.8	 47.4	a  	        	    4298
10 18 00.8	+59 19.8	+59.12  	    2.0	 2	151.4	 48.4	b  	        	    4299
10 23 39.5	+59 03.7	+59.13  	    5.6	 1	151.1	 49.2	a  	        	    4300
10 52 53.3	+59 24.1	+59.14  	    2.1	 1	147.0	 51.8	a  	        	    4301
11 04 37.6	+59 30.1	+59.15  	    2.4	 1	145.1	 52.8	a  	        	    4302
11 40 49.3	+59 11.1	+59.16  	    6.6	 1	138.9	 55.7	a  	        	    4303
11 56 04.4	+58 46.2	+59.17  	    5.5	 1	136.1	 56.9	a  	        	    4304
13 24 33.8	+59 07.0	+59.18  	    2.8	 1	115.0	 57.5	a  	        	    4305
13 29 23.3	+58 45.3	+59.19  	    2.7	 1	113.7	 57.7	a  	        	    4306
13 45 39.7	+58 45.6	+59.20  	    2.9	 1	110.0	 57.0	a  	        	    4307
14 55 48.4	+59 04.8	+59.21  	    2.4	 1	 97.7	 51.5	a  	        	    4308
15 21 16.5	+59 42.3	+59.22  	    3.4	 1	 95.3	 48.6	a  	        	    4309
16 12 13.5	+59 44.1	+59.23  	    4.4	 1	 91.0	 42.9	a  	        	    4310
16 32 54.6	+59 07.1	+59.24  	    3.5	 1	 89.1	 40.6	a  	        	    4311
16 33 54.5	+59 48.9	+59.25  	    2.0	 2	 90.0	 40.3	b  	        	    4312
17 02 21.3	+59 12.6	+59.26  	    2.1	 1	 88.3	 36.9	a  	        	    4313
17 42 44.6	+59 16.5	+59.27  	    3.4	 1	 87.9	 31.8	a  	        	    4314
17 48 08.8	+59 47.2	+59.28  	    7.8	 1	 88.5	 31.1	a  	        	    4315
18 16 04.9	+59 09.1	+59.29  	    2.1	 1	 88.1	 27.5	a  	        	    4316
19 00 44.4	+59 54.2	+59.30  	    3.0	 1	 90.2	 22.1	a  	        	    4317
19 25 01.2	+59 12.3	+59.31  	    2.0	 2	 90.5	 19.0	b  	        	    4318
20 40 37.2	+59 35.7	+59.32  	    2.2	 2	 95.7	 10.8	b  	        	    4319
21 06 47.8	+60 01.3	+59.33  	    2.2	 1	 98.1	  8.5	a  	        	    4320
21 42 30.0	+59 36.2	+59.34  	    2.3	 1	101.0	  5.0	a  	        	    4321
21 58 30.3	+59 50.4	+59.35  	    2.6	 1	102.8	  3.9	a  	        	    4322
00 14 48.0	+61 16.5	+60.01  	   10.2	 1	118.5	 -1.3	a  	*       	    4323
00 37 23.8	+60 29.7	+60.02  	   13.2	 1	121.2	 -2.3	a  	3C14.1* 	    4324
00 48 22.9	+61 12.0	+60.03  	    2.7	 1	122.6	 -1.7	a  	        	    4325
01 10 47.5	+60 32.7	+60.04  	    3.5	 1	125.3	 -2.2	a  	        	    4326
02 13 54.0	+60 14.0	+60.05  	    4.8	 1	133.0	 -1.0	a  	        	    4327
04 23 02.3	+60 53.9	+60.06  	    3.8	 1	146.0	  7.9	a  	        	    4328
05 12 54.5	+60 30.3	+60.07  	    3.1	 1	150.2	 12.4	a  	        	    4329
06 29 00.2	+60 16.7	+60.08  	    2.2	 1	154.8	 20.7	a  	        	    4330
06 41 36.9	+60 56.6	+60.09  	    2.5	 1	154.6	 22.3	a  	        	    4331
06 44 05.3	+60 01.2	+60.10  	    5.2	 2	155.6	 22.4	b  	        	    4332
06 52 51.3	+60 37.5	+60.11  	    5.4	 1	155.3	 23.6	a  	        	    4333
07 34 19.1	+60 09.9	+60.12  	    3.3	 1	156.7	 28.5	a  	        	    4334
09 06 20.9	+60 04.3	+60.13  	    2.2	 1	155.7	 39.9	a  	        	    4335
09 41 52.4	+60 20.4	+60.14  	    3.2	 1	153.3	 44.0	a  	        	    4336
10 48 33.2	+60 06.7	+60.15  	    2.4	22	146.8	 50.9	bl 	        	    4337
12 14 27.0	+59 59.9	+60.16  	    3.1	 1	131.3	 56.5	a  	        	    4338
13 28 29.0	+60 01.1	+60.17  	    2.0	 1	114.6	 56.5	a  	        	    4339
13 42 13.5	+60 22.1	+60.18  	    8.3	 1	111.8	 55.7	a  	3C288.1 	    4340
15 04 08.3	+59 58.3	+60.19  	    7.4	 1	 97.6	 50.1	a  	        	    4341
15 18 47.0	+60 42.1	+60.20  	    2.0	 1	 96.8	 48.3	a  	        	    4342
15 41 45.1	+60 15.8	+60.21  	    9.3	 1	 94.0	 46.1	a  	3C323   	    4343
16 17 44.3	+60 11.3	+60.22  	    2.0	 1	 91.3	 42.1	a  	        	    4344
16 24 50.5	+60 07.8	+60.23  	    4.9	 1	 90.8	 41.3	a  	        	    4345
17 04 42.1	+60 43.8	+60.24  	   13.5	 1	 90.1	 36.4	a  	3C351   	    4346
18 13 56.6	+60 30.2	+60.25  	    2.5	 1	 89.6	 27.9	a  	        	    4347
18 36 48.8	+60 11.4	+60.26  	    2.4	 1	 89.7	 25.1	a  	        	    4348
18 56 28.7	+60 39.0	+60.27  	    2.5	 1	 90.8	 22.8	a  	        	    4349
19 11 59.6	+60 48.3	+60.28  	    2.8	 1	 91.6	 21.0	a  	        	    4350
19 40 23.5	+60 41.4	+60.29  	   21.6	 1	 92.8	 17.8	a  	3C401   	    4351
21 18 17.0	+60 47.8	+60.30  	   33.9	 1	 99.7	  8.0	a  	3C430   	    4352
21 44 46.9	+61 04.1	+60.31  	    3.1	 1	102.2	  5.9	a  	        	    4353
21 48 15.5	+61 08.8	+60.32  	    2.1	 1	102.6	  5.7	a  	        	    4354
21 52 37.0	+60 21.2	+60.33  	    2.1	 1	102.5	  4.8	a  	        	    4355
22 14 13.7	+60 30.1	+60.34  	    7.9	 1	104.7	  3.3	a  	*       	    4356
01 08 42.7	+61 22.0	+61.01  	    2.2	 1	125.0	 -1.4	a  	        	    4357
01 22 59.3	+61 45.7	+61.02  	    2.4	 1	126.7	 -0.9	a  	        	    4358
02 00 55.7	+61 33.9	+61.03  	    2.0	 1	131.1	 -0.2	a  	        	    4359
02 09 36.8	+61 42.5	+61.04  	    4.5	 1	132.1	  0.2	a  	        	    4360
02 25 34.7	+62 08.8	+61.05  	    3.1	 2	133.7	  1.3	b  	        	    4361
02 40 33.1	+61 27.1	+61.06  	    2.2	22	135.6	  1.3	bl 	        	    4362
03 31 22.6	+61 25.7	+61.07  	    2.0	 1	140.9	  4.3	a  	        	    4363
03 54 59.8	+61 25.7	+61.08  	    6.4	 1	143.1	  6.0	a  	        	    4364
04 01 01.2	+61 39.7	+61.09  	    2.3	 2	143.5	  6.6	b  	        	    4365
04 35 32.6	+61 36.6	+61.10  	    7.1	 1	146.5	  9.5	a  	        	    4366
04 41 38.8	+61 54.9	+61.11  	    2.4	 2	146.7	 10.2	b  	        	    4367
04 43 16.5	+61 17.8	+61.12  	    4.4	 1	147.3	 10.0	a  	        	    4368
05 49 21.5	+62 00.7	+61.13  	    2.1	 2	151.1	 16.9	b  	        	    4369
06 16 47.2	+61 24.6	+61.14  	    2.3	 1	153.1	 19.6	a  	        	    4370
06 26 36.4	+60 58.3	+61.15  	    2.0	 1	154.0	 20.6	a  	        	    4371
06 49 11.4	+61 38.8	+61.16  	    5.5	 1	154.1	 23.4	a  	        	    4372
07 25 22.3	+61 48.6	+61.17  	    3.6	 1	154.8	 27.6	a  	        	    4373
08 41 23.3	+61 09.6	+61.18  	    3.5	 2	155.2	 36.7	b  	        	    4374
08 43 13.5	+61 25.1	+61.19  	    5.6	 1	154.8	 36.9	a  	        	    4375
10 52 33.3	+61 24.3	+61.20  	    4.4	 1	144.8	 50.4	a  	        	    4376
11 16 02.0	+61 02.3	+61.21  	    5.6	 1	141.7	 52.5	a  	        	    4377
11 31 07.1	+61 15.3	+61.22  	    3.5	 1	139.0	 53.3	a  	        	    4378
11 37 21.5	+61 19.2	+61.23  	    3.8	 1	137.8	 53.6	a  	        	    4379
11 51 03.4	+60 50.4	+61.24  	    2.7	 1	135.6	 54.8	a  	        	    4380
12 11 56.6	+60 44.7	+61.25  	    3.5	 1	131.5	 55.7	a  	        	    4381
12 38 20.7	+60 57.8	+61.26  	    3.3	 1	125.8	 56.1	a  	        	    4382
12 54 23.0	+61 41.4	+61.27  	    2.2	 1	122.3	 55.4	a  	        	    4383
12 55 04.8	+60 51.1	+61.28  	    2.8	 1	122.1	 56.3	a  	        	    4384
14 03 57.9	+60 58.3	+61.29  	    3.2	 2	108.0	 54.0	b  	        	    4385
14 57 21.5	+61 40.6	+61.30  	    2.3	 1	100.5	 49.6	a  	        	    4386
15 02 57.1	+60 59.2	+61.31  	    3.0	 1	 99.0	 49.6	a  	        	    4387
15 41 06.5	+61 00.6	+61.32  	    3.8	 1	 94.9	 45.8	a  	        	    4388
17 14 29.2	+61 54.2	+61.33  	    2.9	 1	 91.3	 35.1	a  	        	    4389
17 42 52.5	+61 46.0	+61.34  	    5.2	 1	 90.8	 31.7	a  	        	    4390
18 06 17.9	+61 34.5	+61.35  	    2.1	21	 90.7	 28.9	be 	        	    4391
18 35 09.7	+62 00.7	+61.36  	    3.9	 2	 91.7	 25.6	b  	        	    4392
19 43 49.5	+61 41.7	+61.37  	    2.0	 1	 93.9	 17.8	a  	        	    4393
00 37 05.6	+62 41.1	+62.01  	    3.3	 1	121.3	 -0.1	a  	        	    4394
01 13 50.6	+62 24.6	+62.02  	    2.0	 1	125.5	 -0.3	a  	        	    4395
01 54 55.6	+62 20.4	+62.03  	    3.2	 1	130.2	  0.4	a  	        	    4396
02 03 11.7	+62 18.0	+62.04  	    3.4	 1	131.2	  0.6	a  	        	    4397
02 11 50.3	+62 23.6	+62.05  	    2.4	 1	132.1	  1.0	a  	        	    4398
02 26 54.0	+62 17.0	+62.06  	    3.0	22	133.8	  1.4	bl 	        	    4399
03 05 53.7	+62 58.4	+62.07  	    3.2	 2	137.5	  4.0	b  	        	    4400
03 55 40.2	+62 42.8	+62.08  	    3.5	 1	142.4	  7.0	a  	        	    4401
